cgpa,tenth_percentage,twelfth_percentage,backlogs,internships,num_technical_skills,num_soft_skills,num_projects,num_certifications,experience_years,num_programming_languages,department,gender,college_tier,placed
7.39,77.9,82.1,2,2,11,2,3,1,1.2,1,Information Technology,Female,Tier-3,0
8.73,92.2,89.6,0,1,9,4,7,2,2.8,7,Chemical,Female,Tier-2,0
8.45,85.6,80.2,2,3,4,6,3,0,0.1,2,Computer Science,Female,Tier-2,1
8.01,53.0,93.0,0,2,15,10,2,5,1.7,1,Electronics,Male,Tier-3,1
7.77,86.8,64.1,0,1,10,8,4,2,0.4,8,Electronics,Female,Tier-3,0
9.6,59.6,65.3,1,0,5,8,3,2,0.1,5,Computer Science,Male,Tier-1,1
7.79,88.1,80.7,0,1,6,6,4,5,1.2,2,Information Technology,Female,Tier-3,1
8.26,84.5,82.4,1,0,4,3,8,1,0.1,3,Information Technology,Male,Tier-3,0
9.32,76.2,75.2,0,1,6,5,2,1,1.3,3,Civil,Male,Tier-1,1
9.51,86.7,74.7,0,1,5,3,1,1,0.6,6,Information Technology,Female,Tier-3,1
9.41,74.8,61.1,0,3,15,2,1,6,0.2,7,Information Technology,Female,Tier-3,1
9.85,79.8,40.4,0,0,3,8,8,5,0.2,1,Mechanical,Male,Tier-2,0
7.31,60.7,82.2,0,0,3,4,6,0,1.4,2,Electronics,Female,Tier-1,1
9.27,74.9,87.8,3,1,9,7,3,0,1.8,4,Information Technology,Male,Tier-3,1
6.92,89.1,69.3,0,2,5,2,5,5,1.2,7,Mechanical,Female,Tier-2,1
8.67,62.0,67.8,0,2,11,8,5,1,1.3,8,Information Technology,Female,Tier-3,1
9.54,87.8,66.4,0,1,3,0,2,2,1.9,3,Computer Science,Female,Tier-2,1
7.79,53.8,70.1,0,0,8,1,8,0,0.6,3,Mechanical,Male,Tier-3,0
9.41,63.7,88.1,0,0,8,3,3,4,0.2,2,Computer Science,Female,Tier-3,0
9.82,74.2,62.8,0,2,14,1,0,2,0.5,2,Chemical,Male,Tier-2,0
7.57,79.8,83.4,0,1,14,8,1,5,3.9,1,Electronics,Male,Tier-3,1
8.94,71.1,68.5,0,1,13,6,4,2,0.6,8,Computer Science,Male,Tier-1,1
8.68,70.8,49.1,1,0,3,1,7,6,2.6,8,Computer Science,Male,Tier-2,1
8.87,91.3,70.5,0,0,7,10,6,3,1.2,6,Information Technology,Male,Tier-3,0
9.87,92.3,96.3,0,1,9,10,8,0,1.3,6,Electrical,Male,Tier-2,1
8.11,72.9,66.1,0,2,3,3,0,6,0.2,4,Civil,Male,Tier-3,0
9.49,73.3,71.9,0,4,8,5,1,4,0.5,8,Computer Science,Male,Tier-2,1
6.79,74.6,75.1,0,2,12,1,3,0,1.3,7,Electronics,Male,Tier-1,1
7.15,99.0,77.6,0,1,12,8,6,6,1.1,3,Electrical,Male,Tier-3,0
9.7,78.2,95.1,0,1,1,2,0,2,2.0,2,Mechanical,Female,Tier-2,1
7.32,96.9,64.7,1,2,12,1,4,5,0.2,8,Electronics,Female,Tier-1,1
9.17,86.8,75.1,0,0,14,3,1,0,1.4,3,Computer Science,Male,Tier-1,1
9.43,76.7,84.9,0,3,3,4,1,2,0.0,7,Chemical,Female,Tier-3,0
7.8,70.2,65.7,0,1,12,3,1,4,0.4,8,Electrical,Female,Tier-1,1
9.62,87.4,76.0,0,3,4,2,8,2,1.0,4,Information Technology,Male,Tier-2,1
9.01,68.6,87.8,1,1,3,2,4,6,3.9,6,Electronics,Female,Tier-1,1
9.48,73.4,68.2,0,0,13,2,7,5,4.5,8,Computer Science,Female,Tier-3,1
8.03,85.9,72.7,0,0,9,2,5,1,0.6,6,Mechanical,Male,Tier-3,0
7.72,75.1,60.0,0,0,13,5,0,5,1.4,7,Computer Science,Female,Tier-2,1
9.08,73.3,87.3,0,0,13,3,8,2,0.9,5,Electrical,Male,Tier-3,0
9.48,74.3,77.1,0,1,12,6,6,1,1.2,5,Electrical,Male,Tier-3,0
8.7,69.8,69.5,0,1,10,6,1,4,1.3,4,Information Technology,Male,Tier-2,1
9.77,83.4,71.0,0,1,5,3,7,4,0.8,2,Mechanical,Female,Tier-2,0
9.41,78.4,74.9,0,0,15,0,1,2,1.7,5,Electronics,Female,Tier-3,0
9.7,61.7,79.3,0,3,3,8,1,1,0.9,7,Civil,Male,Tier-3,0
9.91,72.2,66.5,1,1,3,6,3,2,0.1,7,Computer Science,Female,Tier-3,1
9.62,73.6,67.5,0,2,11,5,7,6,4.5,2,Electronics,Male,Tier-1,1
9.13,73.5,71.6,0,0,2,4,6,4,0.4,1,Information Technology,Male,Tier-2,0
7.39,85.2,77.0,2,2,10,8,1,1,3.3,3,Information Technology,Female,Tier-2,1
9.9,69.6,95.9,0,0,6,8,5,3,0.3,7,Computer Science,Male,Tier-3,1
7.91,99.0,64.6,0,1,9,9,3,3,1.9,8,Mechanical,Female,Tier-3,0
8.39,94.6,53.5,0,1,7,10,0,4,1.2,1,Computer Science,Female,Tier-2,1
7.84,94.6,93.2,0,2,15,5,7,5,0.4,8,Mechanical,Male,Tier-3,1
8.55,65.6,63.6,1,0,2,7,7,1,2.8,7,Information Technology,Female,Tier-1,1
7.95,53.6,94.1,0,0,9,6,5,2,0.9,7,Computer Science,Male,Tier-2,1
8.95,73.9,91.2,0,2,14,0,6,5,1.8,5,Civil,Female,Tier-3,0
8.47,81.5,82.1,0,0,3,1,2,5,1.6,5,Information Technology,Male,Tier-2,1
8.91,76.1,90.8,0,0,7,8,8,6,0.0,2,Computer Science,Male,Tier-2,1
9.23,71.6,51.2,0,1,10,9,3,4,0.3,5,Civil,Male,Tier-3,0
6.93,57.1,57.4,0,0,7,3,1,4,0.6,2,Information Technology,Female,Tier-3,0
9.61,69.9,78.7,0,0,4,10,3,0,2.7,4,Civil,Male,Tier-3,0
7.9,75.1,70.0,5,0,14,2,1,5,0.1,5,Electronics,Female,Tier-3,0
8.12,72.1,64.8,2,0,4,1,3,5,0.2,4,Electrical,Female,Tier-3,0
9.32,72.0,85.5,1,1,12,7,1,6,1.0,4,Information Technology,Male,Tier-2,1
7.74,68.4,78.3,0,0,2,6,7,2,1.1,6,Computer Science,Male,Tier-3,1
8.59,97.9,88.6,0,1,2,8,5,2,0.2,3,Computer Science,Female,Tier-3,1
9.09,86.5,70.2,0,2,2,2,7,3,3.0,6,Civil,Male,Tier-3,0
8.98,89.5,74.8,0,0,12,0,0,0,0.2,2,Civil,Male,Tier-2,0
8.23,81.3,95.0,0,2,11,8,8,5,0.2,4,Computer Science,Female,Tier-2,1
8.41,62.0,58.3,0,3,5,4,1,2,1.0,3,Chemical,Male,Tier-3,0
7.23,86.9,73.9,0,1,3,4,7,5,0.5,5,Chemical,Female,Tier-2,0
7.56,94.2,63.6,1,4,10,2,3,2,0.0,5,Information Technology,Male,Tier-3,1
7.63,95.9,97.0,0,0,7,7,1,6,2.5,4,Computer Science,Male,Tier-1,1
9.22,85.5,99.0,0,2,13,7,0,3,0.1,6,Information Technology,Male,Tier-1,1
7.93,78.0,77.7,0,1,7,0,3,0,0.2,5,Electrical,Male,Tier-1,1
8.6,78.0,81.4,1,0,6,3,0,0,2.3,2,Electronics,Male,Tier-2,1
8.99,84.2,73.7,1,1,13,5,7,1,0.3,7,Electrical,Female,Tier-3,1
8.21,58.3,73.1,0,1,8,8,1,5,1.7,5,Computer Science,Male,Tier-2,1
7.97,85.7,76.1,0,0,11,1,7,6,0.2,1,Chemical,Female,Tier-2,1
8.48,72.2,57.5,0,0,4,6,0,4,0.0,5,Mechanical,Female,Tier-2,0
9.57,99.0,83.6,0,1,9,9,6,1,0.3,4,Computer Science,Male,Tier-3,1
9.29,74.4,62.2,0,1,12,0,6,0,1.4,3,Electronics,Male,Tier-2,1
9.61,80.3,70.4,0,1,12,9,4,5,1.1,2,Civil,Male,Tier-3,0
9.76,79.7,75.4,0,1,15,3,2,3,0.4,2,Computer Science,Male,Tier-2,1
8.39,69.7,65.1,0,0,13,9,5,1,1.0,3,Electronics,Male,Tier-2,0
8.74,83.5,82.8,0,1,10,10,4,3,1.1,2,Mechanical,Male,Tier-2,0
9.02,82.1,68.8,0,2,10,6,8,0,0.8,8,Information Technology,Male,Tier-2,1
7.76,90.3,88.9,0,2,5,2,3,5,2.7,6,Electronics,Male,Tier-2,1
8.56,86.6,63.7,0,1,4,2,8,3,1.6,4,Civil,Female,Tier-1,1
8.56,80.2,72.8,0,4,3,3,5,1,1.7,4,Chemical,Female,Tier-3,0
8.27,68.2,61.1,0,2,14,7,8,0,0.6,3,Electronics,Male,Tier-2,1
8.6,68.5,87.8,0,0,15,2,2,0,1.2,4,Mechanical,Female,Tier-2,0
8.89,97.9,71.0,1,0,9,7,0,1,0.2,1,Information Technology,Male,Tier-2,1
8.82,79.0,67.8,0,0,12,9,5,5,0.4,4,Information Technology,Male,Tier-3,0
9.36,99.0,72.5,4,1,15,8,3,4,0.7,2,Electrical,Male,Tier-3,0
7.78,68.2,73.6,0,1,4,7,3,1,1.7,3,Computer Science,Female,Tier-3,0
9.08,99.0,80.3,0,0,9,7,3,1,0.4,6,Computer Science,Male,Tier-2,1
9.11,66.7,82.0,0,2,11,8,0,5,0.6,1,Information Technology,Female,Tier-1,1
8.99,72.7,73.0,0,1,1,3,4,2,3.2,4,Computer Science,Male,Tier-1,1
7.76,83.3,74.5,0,1,5,2,8,0,0.3,1,Mechanical,Male,Tier-1,0
9.46,90.0,35.0,0,0,1,7,2,2,1.0,8,Electrical,Male,Tier-2,1
7.94,86.1,69.1,0,0,9,0,1,2,0.1,5,Computer Science,Female,Tier-2,1
9.69,55.0,93.6,0,1,12,9,1,2,0.5,5,Information Technology,Male,Tier-3,1
8.79,71.1,80.8,0,2,7,0,6,3,0.4,1,Electrical,Male,Tier-1,1
8.83,64.3,61.0,1,2,12,3,5,6,0.0,5,Electronics,Female,Tier-3,1
8.11,61.4,70.0,0,1,10,9,1,1,0.9,5,Electrical,Male,Tier-2,1
9.7,77.8,67.2,1,0,9,2,0,2,0.4,5,Chemical,Male,Tier-1,0
7.78,52.7,88.9,0,0,5,9,6,3,0.3,8,Chemical,Male,Tier-3,0
9.55,90.0,87.6,0,2,10,1,5,3,2.2,6,Information Technology,Female,Tier-3,1
7.46,86.9,64.8,2,0,14,8,4,6,0.3,7,Information Technology,Male,Tier-2,1
9.19,97.4,75.1,0,1,9,4,4,0,0.5,7,Mechanical,Male,Tier-2,0
9.04,65.2,60.3,0,1,4,2,2,1,3.0,6,Electronics,Male,Tier-2,1
8.18,66.4,66.9,0,1,13,8,4,5,0.1,8,Mechanical,Female,Tier-2,1
6.78,90.6,67.3,0,1,3,7,5,4,2.8,8,Electronics,Male,Tier-2,1
7.58,91.5,65.9,0,3,2,3,6,1,0.5,3,Electronics,Male,Tier-2,1
8.01,94.2,79.8,0,2,4,9,6,3,1.6,3,Information Technology,Female,Tier-2,1
9.84,91.8,92.5,3,2,3,4,7,1,0.4,5,Electronics,Female,Tier-2,0
9.01,80.6,74.2,0,1,9,10,4,0,0.5,2,Information Technology,Female,Tier-2,1
8.43,72.5,61.3,0,0,13,4,3,1,0.6,5,Information Technology,Male,Tier-1,1
9.62,86.8,77.7,0,4,12,7,6,6,2.9,5,Mechanical,Male,Tier-3,1
9.19,72.7,77.7,1,0,12,6,1,3,0.8,5,Mechanical,Female,Tier-3,0
8.19,79.3,72.5,0,1,13,2,7,6,0.2,2,Electronics,Male,Tier-3,1
8.15,73.4,99.0,4,0,12,5,3,3,0.9,2,Mechanical,Female,Tier-2,0
8.43,81.2,78.2,0,1,8,5,0,2,2.2,6,Information Technology,Male,Tier-2,1
9.1,92.9,82.5,0,0,12,1,1,3,0.2,5,Electronics,Male,Tier-3,1
7.13,73.8,45.9,0,2,1,0,0,0,0.4,4,Computer Science,Male,Tier-2,1
9.49,72.0,62.5,1,3,2,6,4,3,0.8,6,Electronics,Male,Tier-2,1
9.09,76.7,81.7,0,1,3,2,0,1,4.4,1,Electronics,Male,Tier-3,0
8.7,63.9,78.7,0,0,6,4,8,5,0.6,8,Information Technology,Male,Tier-1,1
8.25,86.0,70.1,0,1,5,7,3,5,0.9,3,Computer Science,Male,Tier-1,1
8.62,79.4,80.9,0,0,11,4,2,5,0.1,1,Mechanical,Female,Tier-1,1
8.4,77.6,87.1,0,4,5,10,8,4,1.4,3,Electronics,Female,Tier-2,1
8.12,81.9,68.9,1,0,6,4,3,3,0.2,7,Computer Science,Female,Tier-1,1
7.27,60.3,66.9,0,0,13,4,0,5,0.4,6,Chemical,Male,Tier-2,0
9.64,94.8,71.7,1,1,12,10,1,0,1.2,1,Chemical,Male,Tier-1,0
9.13,71.8,81.5,0,1,14,6,3,6,1.2,6,Computer Science,Female,Tier-3,1
9.0,73.5,67.6,0,1,8,1,0,0,0.4,8,Mechanical,Male,Tier-2,1
9.42,88.4,86.1,0,0,14,0,5,5,1.9,2,Electronics,Female,Tier-1,1
8.54,85.3,68.7,0,0,1,10,6,0,1.6,7,Information Technology,Male,Tier-2,1
8.66,99.0,67.7,0,0,5,3,0,5,1.0,7,Mechanical,Female,Tier-2,0
7.47,66.4,99.0,1,0,6,4,5,0,0.2,5,Electronics,Female,Tier-2,0
7.97,66.7,59.0,0,2,11,6,2,1,2.4,8,Electrical,Male,Tier-2,1
8.95,63.6,85.2,2,0,10,0,6,2,0.7,3,Mechanical,Male,Tier-3,0
9.31,79.6,51.5,0,1,11,8,1,6,0.5,5,Electronics,Female,Tier-2,1
7.75,74.8,83.6,1,1,6,10,1,4,2.6,5,Electronics,Male,Tier-3,0
9.99,69.7,99.0,0,0,9,9,3,6,3.6,6,Computer Science,Male,Tier-3,1
9.38,77.2,88.7,0,2,10,3,7,5,1.3,7,Computer Science,Female,Tier-2,1
7.73,65.6,92.4,0,1,7,5,2,6,1.6,2,Computer Science,Female,Tier-3,1
8.27,96.6,73.8,0,0,4,10,7,2,0.3,3,Computer Science,Female,Tier-3,1
9.39,69.6,87.2,4,2,7,0,6,2,0.3,7,Computer Science,Female,Tier-1,1
9.69,71.1,78.2,0,1,7,8,4,2,0.8,4,Computer Science,Male,Tier-2,1
7.8,49.4,99.0,0,1,11,3,3,1,4.1,2,Civil,Female,Tier-1,1
8.67,58.3,60.6,0,2,11,4,1,6,1.4,5,Electronics,Male,Tier-2,1
9.69,70.9,90.4,0,2,6,7,8,6,1.4,6,Mechanical,Male,Tier-2,1
7.97,74.3,80.6,0,1,8,5,3,4,0.3,8,Computer Science,Female,Tier-3,1
9.65,86.6,63.1,0,0,8,9,4,3,0.5,3,Civil,Male,Tier-2,1
8.22,60.1,71.4,0,0,13,2,1,3,0.4,2,Computer Science,Male,Tier-3,1
8.78,83.4,54.2,0,1,13,9,1,5,0.4,2,Information Technology,Male,Tier-1,1
8.7,85.5,35.0,0,2,10,7,1,4,1.3,4,Information Technology,Female,Tier-2,1
9.24,86.1,59.4,0,0,12,5,1,4,0.1,7,Computer Science,Female,Tier-2,1
7.73,90.4,70.0,0,0,13,1,8,0,0.2,7,Computer Science,Male,Tier-2,1
9.47,64.1,76.1,0,2,6,4,4,6,0.5,1,Mechanical,Female,Tier-1,1
8.68,84.5,58.0,0,0,11,2,5,2,0.4,3,Computer Science,Male,Tier-2,1
9.63,99.0,70.9,3,0,2,3,3,0,2.3,3,Civil,Female,Tier-2,0
8.46,94.8,78.1,1,0,5,8,1,1,0.2,3,Computer Science,Female,Tier-3,0
8.42,99.0,67.5,0,0,13,2,2,1,0.3,3,Chemical,Female,Tier-3,0
9.31,80.9,60.9,0,3,1,4,2,4,0.2,7,Electrical,Male,Tier-2,1
9.18,70.9,65.5,1,3,10,7,7,1,2.0,1,Information Technology,Male,Tier-3,1
9.19,47.6,92.4,0,0,10,8,7,4,0.2,7,Computer Science,Female,Tier-3,1
7.79,63.1,52.6,0,3,14,6,5,6,0.4,2,Electrical,Male,Tier-3,0
8.48,71.7,90.0,0,0,12,10,7,3,1.1,2,Mechanical,Male,Tier-1,1
9.13,73.9,92.7,5,2,13,3,2,2,0.1,7,Electronics,Female,Tier-2,0
8.29,68.5,70.4,1,0,10,8,6,6,1.7,6,Information Technology,Female,Tier-3,1
7.43,82.1,81.0,0,2,14,1,4,1,1.2,1,Electronics,Male,Tier-2,1
9.16,80.3,64.8,2,0,12,1,8,0,0.3,2,Information Technology,Male,Tier-2,1
8.92,78.5,78.5,4,0,13,3,8,1,0.5,1,Electronics,Male,Tier-2,0
8.34,87.4,99.0,0,3,15,1,4,5,1.0,1,Civil,Male,Tier-2,0
7.35,72.4,91.5,1,0,11,2,5,2,2.9,8,Chemical,Female,Tier-2,0
9.91,91.2,68.5,1,4,9,4,0,1,1.0,2,Chemical,Male,Tier-3,1
9.01,63.6,57.9,0,0,4,2,3,4,0.3,6,Electrical,Female,Tier-3,0
8.97,74.4,71.2,0,0,1,0,0,1,0.7,7,Civil,Male,Tier-3,0
8.77,81.8,78.6,0,2,3,10,3,3,0.6,7,Electronics,Male,Tier-3,1
7.96,55.0,84.4,0,1,10,2,0,6,0.8,8,Computer Science,Male,Tier-1,1
9.11,72.0,73.6,1,1,13,5,3,3,0.7,7,Mechanical,Male,Tier-2,0
7.47,86.5,98.2,0,0,15,2,5,1,0.5,2,Information Technology,Male,Tier-1,1
8.86,72.9,75.4,0,1,2,8,8,0,2.1,1,Mechanical,Female,Tier-1,1
9.79,56.1,68.8,1,0,9,2,1,1,0.4,4,Computer Science,Male,Tier-3,0
9.2,67.4,81.8,3,1,7,10,1,4,0.8,5,Civil,Male,Tier-3,0
7.97,61.9,84.1,0,1,10,2,5,4,0.3,3,Computer Science,Female,Tier-1,1
7.61,84.0,65.1,1,1,10,2,5,6,0.6,1,Civil,Female,Tier-3,0
8.56,79.4,62.8,0,3,12,4,2,6,1.1,8,Electrical,Male,Tier-2,1
8.71,59.3,53.7,0,1,15,6,1,6,1.4,2,Electrical,Male,Tier-3,0
9.82,58.3,71.2,0,0,6,4,2,6,1.6,6,Information Technology,Female,Tier-3,0
9.03,69.3,90.8,0,0,4,8,3,6,1.3,8,Information Technology,Female,Tier-3,1
9.04,78.4,83.7,0,1,11,5,3,4,0.6,1,Civil,Male,Tier-2,0
7.87,69.9,89.6,0,0,4,0,6,0,0.0,8,Mechanical,Female,Tier-1,0
8.34,82.2,66.5,0,0,12,8,3,3,0.7,2,Electronics,Male,Tier-1,1
9.43,81.8,72.9,2,2,12,2,5,4,0.1,1,Chemical,Female,Tier-1,1
6.86,84.4,50.2,0,2,7,7,5,4,3.4,7,Electronics,Male,Tier-3,0
7.23,61.0,88.1,0,1,8,2,2,1,0.5,2,Computer Science,Female,Tier-2,1
6.94,74.7,92.5,1,1,4,7,8,3,0.7,4,Mechanical,Female,Tier-1,1
8.19,90.9,61.1,0,1,14,3,4,4,0.1,6,Electronics,Male,Tier-3,0
9.51,69.9,96.1,0,1,7,0,8,6,5.0,7,Computer Science,Female,Tier-1,1
7.8,68.2,72.0,0,2,3,10,5,4,0.7,5,Computer Science,Female,Tier-3,1
8.2,72.1,60.9,1,1,12,5,5,1,0.4,8,Information Technology,Female,Tier-3,1
8.46,71.8,70.9,4,0,12,6,8,1,0.2,2,Chemical,Male,Tier-3,0
8.27,79.5,83.2,0,1,9,7,4,2,1.0,6,Computer Science,Male,Tier-3,1
8.75,71.0,74.3,0,1,12,5,2,1,0.6,4,Electronics,Male,Tier-2,1
7.99,53.8,67.5,0,0,3,0,2,1,0.4,5,Information Technology,Female,Tier-1,1
7.72,92.2,82.7,1,0,14,4,1,2,0.0,7,Chemical,Female,Tier-2,0
9.91,84.1,83.9,0,1,3,8,1,4,0.0,8,Information Technology,Male,Tier-1,1
7.1,79.8,72.7,0,1,10,2,5,5,1.2,2,Computer Science,Female,Tier-2,0
9.23,76.9,70.4,0,2,12,4,7,1,0.7,3,Electronics,Male,Tier-3,1
9.67,74.1,67.9,0,0,13,5,7,0,1.9,1,Computer Science,Female,Tier-2,1
9.52,68.4,81.2,1,0,2,4,7,2,1.4,8,Information Technology,Male,Tier-2,1
7.63,55.5,54.1,0,0,3,3,6,5,0.9,1,Mechanical,Male,Tier-3,0
9.6,97.5,65.1,1,1,8,1,1,5,0.8,7,Electronics,Male,Tier-3,1
7.34,78.3,72.9,0,1,2,4,1,2,1.4,1,Computer Science,Male,Tier-3,0
8.21,58.7,64.8,0,2,13,9,6,5,1.4,7,Electronics,Male,Tier-3,1
8.78,65.7,78.3,0,1,1,0,3,4,0.4,2,Civil,Male,Tier-3,0
7.67,81.7,77.1,0,4,5,0,5,5,0.1,3,Electronics,Female,Tier-3,1
8.7,81.4,99.0,0,0,8,7,8,5,1.5,8,Electronics,Male,Tier-2,1
8.09,69.0,65.1,1,0,6,3,4,1,0.3,3,Information Technology,Female,Tier-2,1
9.8,65.1,74.9,0,0,14,0,3,0,1.6,3,Electronics,Female,Tier-3,0
8.97,71.1,62.6,1,1,2,1,2,4,1.0,6,Computer Science,Female,Tier-2,1
9.56,54.8,99.0,0,0,12,4,6,1,0.4,5,Civil,Female,Tier-3,0
9.88,72.3,97.1,0,1,9,6,6,4,1.9,6,Civil,Female,Tier-3,1
8.9,72.4,54.6,0,0,14,4,6,5,1.2,8,Electronics,Female,Tier-2,1
9.78,96.3,72.9,1,0,13,10,4,2,0.8,7,Chemical,Female,Tier-3,0
9.27,72.6,75.5,0,1,4,9,7,2,0.4,2,Electronics,Male,Tier-2,1
9.41,81.0,70.6,0,0,13,5,1,1,4.3,4,Computer Science,Female,Tier-3,1
8.88,97.2,68.7,0,2,3,6,3,6,1.8,5,Electronics,Male,Tier-2,1
7.47,65.2,85.0,0,2,4,2,0,4,0.1,2,Information Technology,Male,Tier-3,1
8.44,70.5,98.2,0,0,3,10,5,5,1.6,3,Computer Science,Male,Tier-2,1
7.74,71.5,85.5,0,2,8,9,5,1,0.1,6,Electronics,Male,Tier-1,1
9.42,57.9,86.2,0,1,1,4,2,5,0.3,2,Electronics,Male,Tier-3,0
8.12,74.9,70.4,0,1,1,7,0,3,3.2,3,Computer Science,Female,Tier-3,1
8.92,92.0,88.2,0,0,9,10,4,1,2.0,4,Electronics,Female,Tier-1,1
9.27,88.1,88.2,1,1,7,5,0,5,0.9,3,Civil,Female,Tier-2,0
7.98,92.2,68.8,0,0,9,1,2,3,1.2,5,Electronics,Male,Tier-3,0
8.57,70.4,72.0,0,0,3,8,7,2,0.1,2,Computer Science,Male,Tier-2,1
8.3,64.4,54.5,0,0,3,1,8,0,0.4,8,Mechanical,Male,Tier-3,0
8.5,99.0,57.4,1,1,14,5,2,2,0.4,1,Electrical,Male,Tier-3,0
9.86,80.6,69.4,0,1,2,10,8,0,0.0,3,Information Technology,Male,Tier-3,1
7.59,58.7,61.1,0,2,2,1,6,4,1.2,8,Computer Science,Female,Tier-2,1
7.77,99.0,85.5,1,1,11,9,7,0,0.4,8,Electrical,Male,Tier-2,1
8.15,76.9,72.9,3,3,9,6,5,4,1.0,3,Mechanical,Female,Tier-2,1
6.58,42.6,81.9,1,1,2,0,4,3,0.0,8,Chemical,Female,Tier-2,0
9.53,95.5,59.1,5,0,4,3,7,4,0.0,1,Mechanical,Male,Tier-1,0
8.03,50.3,91.9,1,1,11,7,1,1,0.2,8,Computer Science,Male,Tier-3,1
7.08,81.5,81.4,0,1,4,8,6,1,1.2,5,Electronics,Female,Tier-3,0
7.61,88.1,80.3,0,1,9,9,0,5,0.9,4,Computer Science,Female,Tier-2,1
8.34,86.2,87.3,2,1,14,2,6,1,0.2,6,Information Technology,Female,Tier-1,1
9.37,96.7,79.1,1,1,3,8,5,2,0.7,4,Civil,Male,Tier-2,0
9.34,90.2,61.8,0,0,10,7,3,6,1.0,5,Electronics,Male,Tier-1,1
7.85,99.0,83.1,0,1,14,3,2,5,2.8,2,Electronics,Male,Tier-3,0
8.4,76.9,64.8,0,0,15,0,8,1,1.4,7,Civil,Female,Tier-1,1
9.43,73.0,77.7,2,0,2,9,5,4,0.1,7,Computer Science,Male,Tier-1,1
9.3,73.8,65.0,0,1,12,4,5,4,0.3,4,Electronics,Female,Tier-2,1
8.87,94.5,96.6,0,1,15,10,0,4,0.5,6,Mechanical,Male,Tier-1,1
9.03,70.3,83.7,0,0,3,6,4,1,0.1,8,Electrical,Male,Tier-3,1
8.84,88.2,88.1,4,1,14,4,6,5,0.8,8,Computer Science,Male,Tier-3,1
8.75,67.7,65.1,0,1,9,10,3,3,2.4,6,Mechanical,Male,Tier-2,0
9.6,67.9,78.9,0,0,5,4,1,3,0.4,7,Computer Science,Male,Tier-3,1
9.87,92.2,77.5,0,1,5,4,8,2,4.2,6,Electronics,Male,Tier-3,0
9.2,83.2,76.4,0,0,7,2,5,4,0.3,5,Mechanical,Female,Tier-1,1
8.09,52.1,49.8,0,1,14,5,8,4,0.6,6,Civil,Male,Tier-3,0
8.8,67.8,99.0,0,0,1,10,7,2,0.4,3,Information Technology,Female,Tier-1,1
7.97,47.1,74.5,0,1,10,3,0,4,0.4,6,Mechanical,Female,Tier-2,0
8.21,73.5,81.5,0,2,5,9,1,0,0.5,1,Computer Science,Male,Tier-1,1
9.09,74.7,57.9,0,2,9,1,1,5,0.0,2,Computer Science,Female,Tier-2,1
8.99,72.3,94.0,0,1,14,3,1,2,0.8,8,Civil,Male,Tier-3,0
9.72,92.5,92.9,2,0,14,5,3,6,1.4,2,Electrical,Male,Tier-3,0
9.64,83.0,86.1,0,0,6,5,6,4,2.0,6,Computer Science,Male,Tier-1,1
9.86,99.0,78.5,0,1,12,10,6,2,0.4,3,Computer Science,Female,Tier-1,1
8.26,84.4,99.0,0,1,8,8,0,0,0.8,8,Computer Science,Female,Tier-3,1
9.05,84.6,87.8,0,2,10,7,7,0,2.2,8,Electronics,Female,Tier-3,1
9.67,81.3,57.2,0,0,8,4,3,5,1.6,4,Computer Science,Male,Tier-1,1
9.53,74.8,77.9,0,1,1,9,7,1,0.6,2,Chemical,Female,Tier-3,0
9.22,70.2,82.6,0,1,8,2,8,4,0.2,1,Information Technology,Female,Tier-3,1
8.08,75.2,76.4,0,1,6,3,6,6,0.8,3,Computer Science,Male,Tier-3,1
9.27,75.7,82.5,0,0,4,4,2,6,4.6,2,Civil,Male,Tier-2,1
8.19,76.9,93.7,1,3,3,0,2,5,1.4,7,Electronics,Male,Tier-3,0
9.42,85.6,72.5,0,1,5,8,4,0,1.9,6,Electrical,Female,Tier-2,1
8.49,81.6,70.1,0,2,15,3,6,0,0.2,8,Electrical,Male,Tier-3,0
7.34,71.8,60.9,0,1,13,7,6,5,2.3,3,Civil,Male,Tier-3,0
9.37,69.1,50.7,0,1,5,4,8,0,0.0,4,Electronics,Male,Tier-3,1
7.79,80.7,70.9,0,0,7,10,0,1,2.0,6,Computer Science,Female,Tier-2,1
9.86,66.9,66.2,0,1,9,4,2,4,0.3,5,Information Technology,Female,Tier-2,1
8.41,72.9,72.3,1,1,11,1,0,2,1.0,3,Electronics,Male,Tier-3,0
8.78,71.6,67.4,0,1,1,7,5,1,0.3,4,Chemical,Male,Tier-2,0
9.54,99.0,61.0,0,0,14,10,6,4,0.1,2,Information Technology,Female,Tier-1,1
7.99,62.7,67.8,0,1,9,9,1,0,0.3,8,Electronics,Female,Tier-1,1
7.39,68.5,81.7,0,0,3,6,8,1,0.6,2,Electronics,Male,Tier-1,1
9.21,71.3,68.0,0,0,6,1,4,3,2.5,8,Information Technology,Male,Tier-2,1
9.19,72.6,72.5,0,0,6,10,2,3,0.5,4,Computer Science,Female,Tier-2,1
7.16,90.0,99.0,0,0,4,5,6,0,0.1,2,Electrical,Male,Tier-3,0
8.74,74.9,89.0,1,1,14,8,6,4,0.0,8,Civil,Female,Tier-1,1
8.09,62.1,78.0,0,0,2,7,0,4,0.2,7,Information Technology,Male,Tier-1,1
