cgpa,tenth_percentage,twelfth_percentage,backlogs,internships,num_technical_skills,num_soft_skills,num_projects,num_certifications,experience_years,num_programming_languages,department,gender,college_tier,placed,salary_lpa
7.74,71.5,85.5,0,2,8,9,5,1,0.1,6,Electronics,Male,Tier-1,1,20.94
9.42,57.9,86.2,0,1,1,4,2,5,0.3,2,Electronics,Male,Tier-3,0,0.0
8.12,74.9,70.4,0,1,1,7,0,3,3.2,3,Computer Science,Female,Tier-3,1,15.81
8.92,92.0,88.2,0,0,9,10,4,1,2.0,4,Electronics,Female,Tier-1,1,22.18
9.27,88.1,88.2,1,1,7,5,0,5,0.9,3,Civil,Female,Tier-2,0,0.0
7.98,92.2,68.8,0,0,9,1,2,3,1.2,5,Electronics,Male,Tier-3,0,0.0
8.57,70.4,72.0,0,0,3,8,7,2,0.1,2,Computer Science,Male,Tier-2,1,18.21
8.3,64.4,54.5,0,0,3,1,8,0,0.4,8,Mechanical,Male,Tier-3,0,0.0
8.5,99.0,57.4,1,1,14,5,2,2,0.4,1,Electrical,Male,Tier-3,0,0.0
9.86,80.6,69.4,0,1,2,10,8,0,0.0,3,Information Technology,Male,Tier-3,1,14.9
7.59,58.7,61.1,0,2,2,1,6,4,1.2,8,Computer Science,Female,Tier-2,1,21.22
7.77,99.0,85.5,1,1,11,9,7,0,0.4,8,Electrical,Male,Tier-2,1,12.86
8.15,76.9,72.9,3,3,9,6,5,4,1.0,3,Mechanical,Female,Tier-2,1,12.48
6.58,42.6,81.9,1,1,2,0,4,3,0.0,8,Chemical,Female,Tier-2,0,0.0
9.53,95.5,59.1,5,0,4,3,7,4,0.0,1,Mechanical,Male,Tier-1,0,0.0
8.03,50.3,91.9,1,1,11,7,1,1,0.2,8,Computer Science,Male,Tier-3,1,16.27
7.08,81.5,81.4,0,1,4,8,6,1,1.2,5,Electronics,Female,Tier-3,0,0.0
7.61,88.1,80.3,0,1,9,9,0,5,0.9,4,Computer Science,Female,Tier-2,1,18.93
8.34,86.2,87.3,2,1,14,2,6,1,0.2,6,Information Technology,Female,Tier-1,1,25.94
9.37,96.7,79.1,1,1,3,8,5,2,0.7,4,Civil,Male,Tier-2,0,0.0
9.34,90.2,61.8,0,0,10,7,3,6,1.0,5,Electronics,Male,Tier-1,1,22.99
7.85,99.0,83.1,0,1,14,3,2,5,2.8,2,Electronics,Male,Tier-3,0,0.0
8.4,76.9,64.8,0,0,15,0,8,1,1.4,7,Civil,Female,Tier-1,1,16.14
9.43,73.0,77.7,2,0,2,9,5,4,0.1,7,Computer Science,Male,Tier-1,1,26.23
9.3,73.8,65.0,0,1,12,4,5,4,0.3,4,Electronics,Female,Tier-2,1,17.38
8.87,94.5,96.6,0,1,15,10,0,4,0.5,6,Mechanical,Male,Tier-1,1,19.23
9.03,70.3,83.7,0,0,3,6,4,1,0.1,8,Electrical,Male,Tier-3,1,9.06
8.84,88.2,88.1,4,1,14,4,6,5,0.8,8,Computer Science,Male,Tier-3,1,18.69
8.75,67.7,65.1,0,1,9,10,3,3,2.4,6,Mechanical,Male,Tier-2,0,0.0
9.6,67.9,78.9,0,0,5,4,1,3,0.4,7,Computer Science,Male,Tier-3,1,16.33
9.87,92.2,77.5,0,1,5,4,8,2,4.2,6,Electronics,Male,Tier-3,0,0.0
9.2,83.2,76.4,0,0,7,2,5,4,0.3,5,Mechanical,Female,Tier-1,1,16.55
8.09,52.1,49.8,0,1,14,5,8,4,0.6,6,Civil,Male,Tier-3,0,0.0
8.8,67.8,99.0,0,0,1,10,7,2,0.4,3,Information Technology,Female,Tier-1,1,23.92
7.97,47.1,74.5,0,1,10,3,0,4,0.4,6,Mechanical,Female,Tier-2,0,0.0
8.21,73.5,81.5,0,2,5,9,1,0,0.5,1,Computer Science,Male,Tier-1,1,25.09
9.09,74.7,57.9,0,2,9,1,1,5,0.0,2,Computer Science,Female,Tier-2,1,20.57
8.99,72.3,94.0,0,1,14,3,1,2,0.8,8,Civil,Male,Tier-3,0,0.0
9.72,92.5,92.9,2,0,14,5,3,6,1.4,2,Electrical,Male,Tier-3,0,0.0
9.64,83.0,86.1,0,0,6,5,6,4,2.0,6,Computer Science,Male,Tier-1,1,30.14
9.86,99.0,78.5,0,1,12,10,6,2,0.4,3,Computer Science,Female,Tier-1,1,28.29
8.26,84.4,99.0,0,1,8,8,0,0,0.8,8,Computer Science,Female,Tier-3,1,16.0
9.05,84.6,87.8,0,2,10,7,7,0,2.2,8,Electronics,Female,Tier-3,1,16.09
9.67,81.3,57.2,0,0,8,4,3,5,1.6,4,Computer Science,Male,Tier-1,1,27.81
9.53,74.8,77.9,0,1,1,9,7,1,0.6,2,Chemical,Female,Tier-3,0,0.0
9.22,70.2,82.6,0,1,8,2,8,4,0.2,1,Information Technology,Female,Tier-3,1,15.18
8.08,75.2,76.4,0,1,6,3,6,6,0.8,3,Computer Science,Male,Tier-3,1,16.62
9.27,75.7,82.5,0,0,4,4,2,6,4.6,2,Civil,Male,Tier-2,1,11.59
8.19,76.9,93.7,1,3,3,0,2,5,1.4,7,Electronics,Male,Tier-3,0,0.0
9.42,85.6,72.5,0,1,5,8,4,0,1.9,6,Electrical,Female,Tier-2,1,13.04
8.49,81.6,70.1,0,2,15,3,6,0,0.2,8,Electrical,Male,Tier-3,0,0.0
7.34,71.8,60.9,0,1,13,7,6,5,2.3,3,Civil,Male,Tier-3,0,0.0
9.37,69.1,50.7,0,1,5,4,8,0,0.0,4,Electronics,Male,Tier-3,1,12.97
7.79,80.7,70.9,0,0,7,10,0,1,2.0,6,Computer Science,Female,Tier-2,1,18.81
9.86,66.9,66.2,0,1,9,4,2,4,0.3,5,Information Technology,Female,Tier-2,1,19.98
8.41,72.9,72.3,1,1,11,1,0,2,1.0,3,Electronics,Male,Tier-3,0,0.0
8.78,71.6,67.4,0,1,1,7,5,1,0.3,4,Chemical,Male,Tier-2,0,0.0
9.54,99.0,61.0,0,0,14,10,6,4,0.1,2,Information Technology,Female,Tier-1,1,27.52
7.99,62.7,67.8,0,1,9,9,1,0,0.3,8,Electronics,Female,Tier-1,1,19.11
7.39,68.5,81.7,0,0,3,6,8,1,0.6,2,Electronics,Male,Tier-1,1,16.95
9.21,71.3,68.0,0,0,6,1,4,3,2.5,8,Information Technology,Male,Tier-2,1,20.13
9.19,72.6,72.5,0,0,6,10,2,3,0.5,4,Computer Science,Female,Tier-2,1,19.85
7.16,90.0,99.0,0,0,4,5,6,0,0.1,2,Electrical,Male,Tier-3,0,0.0
8.74,74.9,89.0,1,1,14,8,6,4,0.0,8,Civil,Female,Tier-1,1,16.35
8.09,62.1,78.0,0,0,2,7,0,4,0.2,7,Information Technology,Male,Tier-1,1,21.01
8.93,95.2,78.4,0,0,5,9,5,1,0.1,7,Electronics,Male,Tier-3,0,0.0
9.63,81.2,65.8,0,0,3,2,2,3,0.5,2,Mechanical,Male,Tier-2,0,0.0
9.04,83.0,69.5,0,1,4,6,6,6,0.5,2,Chemical,Male,Tier-3,0,0.0
9.51,85.8,71.4,0,1,6,3,4,4,3.6,4,Computer Science,Female,Tier-3,1,19.15
8.4,63.2,76.4,3,0,11,10,3,1,0.4,6,Mechanical,Female,Tier-2,0,0.0
7.47,77.9,74.4,0,1,7,3,6,1,0.9,4,Civil,Female,Tier-3,0,0.0
8.56,87.9,60.3,0,1,2,6,6,3,1.7,3,Computer Science,Male,Tier-2,1,20.72
9.34,70.3,82.7,0,2,11,10,7,0,0.7,1,Civil,Male,Tier-3,0,0.0
8.59,81.7,67.5,0,0,15,6,4,1,1.2,5,Civil,Male,Tier-1,0,0.0
8.2,84.5,99.0,0,2,3,10,3,0,3.7,6,Electrical,Female,Tier-1,1,17.87
6.5,60.5,91.2,0,0,12,0,0,3,0.4,7,Computer Science,Male,Tier-1,0,0.0
8.15,65.6,53.4,0,1,7,10,3,1,0.1,6,Computer Science,Male,Tier-2,1,20.27
7.38,50.6,71.7,0,1,13,0,0,2,0.6,2,Electronics,Male,Tier-2,0,0.0
9.83,80.7,95.9,0,0,5,5,6,3,0.8,7,Electrical,Male,Tier-2,1,13.53
9.76,99.0,83.6,1,1,4,1,5,3,0.9,1,Electrical,Male,Tier-3,0,0.0
9.3,69.7,76.2,0,1,4,2,6,2,1.3,8,Mechanical,Male,Tier-2,1,14.48
8.21,75.7,44.8,1,1,9,1,7,3,2.3,7,Electronics,Male,Tier-2,1,15.84
9.46,90.2,72.2,0,1,15,1,5,2,0.7,6,Computer Science,Female,Tier-2,1,23.15
9.59,81.2,77.7,0,0,9,7,1,2,0.2,1,Electronics,Female,Tier-3,0,0.0
8.43,66.3,48.3,0,2,10,7,1,3,0.5,7,Computer Science,Male,Tier-2,1,21.42
8.43,96.3,83.0,1,2,7,5,8,2,0.2,4,Civil,Female,Tier-3,0,0.0
8.43,80.4,65.9,1,0,1,2,5,2,0.2,4,Information Technology,Male,Tier-3,1,13.1
8.43,75.2,78.9,0,1,1,4,5,3,0.0,1,Electronics,Female,Tier-1,0,0.0
7.92,76.2,76.7,1,0,3,6,0,2,2.7,4,Mechanical,Male,Tier-3,0,0.0
8.8,85.1,71.7,0,1,3,4,7,0,1.4,3,Electronics,Male,Tier-1,1,20.97
8.51,70.6,85.3,0,1,7,6,7,3,0.1,3,Mechanical,Male,Tier-1,1,16.47
9.11,96.9,78.7,0,1,12,9,3,3,2.5,5,Civil,Male,Tier-2,1,13.3
8.98,93.1,99.0,0,0,14,6,6,0,2.0,5,Computer Science,Male,Tier-1,1,29.25
8.41,78.1,98.1,0,3,13,3,8,4,2.4,8,Information Technology,Female,Tier-3,1,20.78
8.51,78.7,61.8,0,2,2,9,0,5,0.1,6,Computer Science,Male,Tier-2,1,20.24
9.19,67.8,90.4,0,1,8,9,4,1,0.1,6,Computer Science,Male,Tier-2,1,21.4
8.02,70.4,65.4,0,0,1,5,7,2,0.1,5,Civil,Female,Tier-3,0,0.0
9.61,64.4,59.7,0,0,11,8,6,6,3.4,6,Computer Science,Male,Tier-2,1,25.02
9.21,75.6,55.8,0,1,13,3,3,5,1.1,2,Civil,Male,Tier-3,0,0.0
9.29,78.7,70.3,0,2,15,9,2,2,0.2,3,Chemical,Male,Tier-3,1,9.08
9.86,58.9,88.1,0,3,8,0,0,5,2.6,2,Computer Science,Female,Tier-2,1,23.09
9.05,86.3,77.1,3,0,9,7,2,6,0.6,3,Electronics,Male,Tier-2,0,0.0
8.81,67.5,81.6,1,1,14,3,1,6,1.5,6,Electronics,Female,Tier-2,1,17.32
7.54,82.9,35.0,0,1,5,7,4,6,1.0,1,Chemical,Female,Tier-3,0,0.0
9.04,87.7,72.0,0,0,11,10,0,1,1.0,7,Computer Science,Male,Tier-1,1,26.58
9.43,93.7,61.3,0,1,4,8,3,2,0.6,2,Civil,Male,Tier-1,1,14.94
8.82,91.2,54.5,0,0,6,7,7,5,0.5,8,Chemical,Female,Tier-2,0,0.0
8.6,97.9,59.3,0,1,6,0,8,2,0.2,8,Electronics,Male,Tier-3,0,0.0
8.19,87.8,75.9,2,2,8,8,0,0,0.1,8,Computer Science,Male,Tier-3,1,15.69
9.81,80.0,83.6,2,2,8,4,2,0,2.6,5,Information Technology,Male,Tier-1,1,27.51
9.31,72.3,63.2,1,1,1,7,5,5,2.8,3,Chemical,Male,Tier-1,0,0.0
8.92,76.6,82.7,0,0,9,5,4,0,1.0,6,Computer Science,Female,Tier-3,1,16.81
7.6,97.6,85.6,0,1,10,6,0,0,0.5,5,Electronics,Female,Tier-2,1,14.71
9.56,75.6,79.3,0,2,1,2,1,6,0.0,4,Computer Science,Female,Tier-2,1,20.1
8.38,77.9,63.8,0,1,3,8,1,6,0.6,3,Electrical,Male,Tier-1,1,15.25
7.7,95.7,68.5,0,1,7,8,6,3,1.1,6,Electronics,Female,Tier-2,0,0.0
9.15,75.2,79.3,0,2,5,9,5,2,0.4,6,Electrical,Female,Tier-3,1,11.33
8.64,68.5,65.7,0,2,6,1,5,1,0.4,3,Chemical,Male,Tier-2,0,0.0
9.14,91.6,83.4,0,2,13,3,0,2,0.6,5,Electronics,Male,Tier-3,1,14.01
9.14,68.1,60.6,0,2,8,3,0,3,0.7,7,Electrical,Male,Tier-2,0,0.0
9.16,82.8,80.0,0,0,4,0,3,3,1.4,5,Computer Science,Female,Tier-3,1,15.6
9.2,80.7,86.8,0,2,14,3,5,2,0.7,8,Computer Science,Male,Tier-2,1,24.45
9.87,81.8,77.5,0,1,14,2,5,5,1.9,8,Mechanical,Male,Tier-2,1,15.66
9.31,49.0,62.1,0,0,4,10,4,2,0.7,5,Electronics,Male,Tier-3,1,11.45
8.92,87.4,53.8,0,1,8,10,3,0,0.0,3,Chemical,Male,Tier-3,0,0.0
9.52,77.3,60.6,0,1,3,1,1,3,0.2,1,Civil,Male,Tier-1,0,0.0
8.46,85.4,81.3,0,0,13,5,6,2,1.3,4,Mechanical,Male,Tier-3,0,0.0
8.86,84.0,72.3,5,3,6,2,5,1,0.6,6,Electrical,Male,Tier-2,0,0.0
9.78,81.8,67.2,0,0,4,9,6,1,0.6,7,Information Technology,Female,Tier-2,1,20.24
8.13,73.2,80.2,1,3,6,8,2,0,3.8,8,Computer Science,Female,Tier-3,1,18.78
7.39,73.4,49.2,0,0,4,8,0,6,0.8,5,Electronics,Female,Tier-3,0,0.0
8.16,77.3,71.6,0,0,2,10,0,0,0.1,8,Computer Science,Male,Tier-2,1,18.09
8.84,80.1,60.6,0,1,10,7,3,2,0.6,6,Computer Science,Female,Tier-3,1,17.73
8.63,72.9,57.4,0,1,15,7,3,1,0.8,1,Information Technology,Female,Tier-2,1,18.42
8.71,89.3,68.3,0,0,11,1,6,5,0.0,7,Mechanical,Male,Tier-2,0,0.0
8.17,74.1,99.0,0,4,11,10,6,3,0.5,6,Computer Science,Male,Tier-3,1,18.28
8.92,66.2,83.2,1,1,3,5,3,4,3.4,5,Civil,Male,Tier-3,0,0.0
8.99,85.1,60.3,0,1,11,3,6,1,1.4,8,Mechanical,Male,Tier-2,1,14.53
9.31,99.0,90.7,0,0,8,9,7,3,0.5,8,Information Technology,Female,Tier-1,1,28.0
9.5,64.0,58.0,0,1,13,1,8,1,0.3,3,Computer Science,Male,Tier-1,1,28.18
8.73,76.5,94.7,0,3,1,1,5,2,0.3,1,Civil,Female,Tier-3,0,0.0
7.7,90.8,63.5,0,0,11,9,3,4,1.8,8,Electronics,Male,Tier-3,1,13.72
9.47,84.8,76.4,0,0,10,6,1,4,0.5,7,Electronics,Female,Tier-3,0,0.0
8.61,85.5,99.0,0,1,6,10,8,2,1.9,6,Electronics,Female,Tier-3,1,14.26
7.68,78.4,70.4,0,3,9,0,6,2,2.4,3,Information Technology,Female,Tier-2,1,19.75
9.65,46.1,98.9,2,1,1,7,5,0,0.6,2,Electronics,Male,Tier-3,0,0.0
8.85,81.1,74.1,0,1,13,4,3,3,2.9,5,Mechanical,Male,Tier-2,0,0.0
9.63,82.5,73.9,0,1,4,9,3,5,0.4,4,Electronics,Female,Tier-2,1,16.88
8.95,91.5,63.5,0,3,7,7,1,3,0.3,1,Chemical,Female,Tier-3,0,0.0
6.91,69.0,93.4,0,0,6,1,0,0,0.1,2,Information Technology,Female,Tier-3,1,10.04
7.6,98.2,68.6,3,0,6,0,4,3,0.3,5,Computer Science,Male,Tier-3,0,0.0
8.98,74.3,99.0,0,0,9,1,5,6,1.5,2,Chemical,Male,Tier-3,0,0.0
8.73,72.2,66.8,1,0,8,5,8,4,0.5,1,Information Technology,Male,Tier-3,0,0.0
9.31,69.4,69.1,0,0,13,3,0,1,0.2,4,Mechanical,Female,Tier-2,0,0.0
8.76,90.6,88.1,0,0,13,7,4,4,0.1,1,Civil,Female,Tier-1,1,14.41
8.94,64.8,73.6,0,1,5,8,4,0,0.7,7,Computer Science,Female,Tier-3,1,17.49
9.78,85.6,78.7,1,0,11,8,8,3,0.8,4,Information Technology,Female,Tier-2,1,20.47
8.33,68.3,58.0,1,1,14,4,3,3,1.6,7,Electronics,Male,Tier-2,0,0.0
7.69,77.5,76.4,0,3,12,5,2,1,1.3,7,Electronics,Male,Tier-2,1,16.72
9.56,59.7,79.8,0,0,11,10,2,5,0.2,8,Computer Science,Male,Tier-1,1,29.42
7.92,87.4,97.4,0,0,2,10,5,1,0.3,6,Electronics,Female,Tier-2,1,14.84
6.85,76.2,68.8,0,0,12,6,0,1,1.2,7,Computer Science,Male,Tier-3,1,13.93
8.48,84.7,79.4,0,1,3,3,0,6,0.2,7,Computer Science,Female,Tier-3,1,16.02
8.72,75.9,90.7,0,1,12,9,0,4,1.6,3,Mechanical,Female,Tier-3,0,0.0
9.51,84.3,75.6,0,2,10,2,6,0,1.1,5,Computer Science,Female,Tier-3,1,18.66
8.3,77.4,89.1,0,1,3,1,4,0,0.8,2,Mechanical,Female,Tier-3,0,0.0
7.18,86.9,99.0,1,2,4,9,8,0,1.0,7,Chemical,Female,Tier-2,0,0.0
9.83,84.4,75.4,2,1,2,3,2,4,0.1,8,Computer Science,Male,Tier-1,1,26.41
7.69,80.4,92.2,0,0,8,8,5,2,0.8,3,Information Technology,Male,Tier-1,1,23.77
9.13,67.2,81.7,1,0,15,4,6,3,0.6,7,Chemical,Male,Tier-3,0,0.0
9.61,72.8,86.1,0,1,8,0,2,6,0.7,5,Mechanical,Female,Tier-3,0,0.0
8.86,68.7,84.2,2,3,14,4,8,4,0.4,2,Civil,Male,Tier-3,0,0.0
9.1,95.1,88.9,0,0,13,5,1,0,0.6,3,Civil,Male,Tier-3,0,0.0
9.34,87.4,88.0,0,0,12,9,6,4,2.1,7,Mechanical,Male,Tier-3,1,12.52
8.75,78.5,74.1,0,2,8,5,3,6,0.4,7,Chemical,Male,Tier-2,0,0.0
9.74,71.3,67.8,1,0,10,4,8,4,0.0,5,Information Technology,Male,Tier-1,1,26.02
9.69,68.5,80.5,1,1,14,7,6,5,0.3,5,Electronics,Female,Tier-2,1,17.59
8.86,79.5,56.1,0,0,15,4,7,2,0.6,8,Mechanical,Male,Tier-2,1,15.05
9.81,99.0,83.0,0,0,5,10,2,5,0.8,3,Mechanical,Male,Tier-1,1,17.08
9.22,78.1,84.7,0,1,15,9,5,1,0.6,1,Computer Science,Female,Tier-2,1,22.55
8.46,92.4,72.7,1,1,10,2,3,5,1.8,4,Electrical,Male,Tier-2,1,12.16
8.56,81.3,75.6,0,0,6,2,3,6,2.5,8,Civil,Male,Tier-3,0,0.0
8.33,84.8,86.9,0,1,14,3,1,5,0.7,6,Information Technology,Female,Tier-3,1,15.85
9.61,72.3,84.7,0,0,6,9,8,0,0.1,4,Electronics,Male,Tier-2,1,16.95
8.62,75.6,87.0,0,1,7,7,0,4,0.5,7,Information Technology,Male,Tier-3,1,15.09
9.11,68.0,85.1,0,0,1,8,0,1,0.2,6,Information Technology,Male,Tier-3,0,0.0
7.1,81.7,76.4,3,1,10,6,6,6,0.3,6,Electronics,Male,Tier-2,0,0.0
9.27,75.1,74.8,0,2,3,1,6,3,1.8,6,Electronics,Female,Tier-2,1,18.14
9.09,82.3,80.5,0,0,11,8,3,3,0.8,1,Electronics,Male,Tier-2,1,15.96
7.63,66.2,93.9,5,0,3,5,7,3,1.8,5,Electronics,Female,Tier-2,0,0.0
9.37,83.5,78.4,0,2,11,5,4,4,4.2,2,Mechanical,Male,Tier-2,1,15.32
8.88,80.0,92.0,0,1,7,5,5,6,0.8,1,Computer Science,Male,Tier-2,1,21.43
9.01,79.6,48.6,0,1,14,0,3,4,2.4,5,Computer Science,Male,Tier-2,1,22.23
8.16,82.7,79.2,0,0,6,8,2,2,1.2,7,Electronics,Male,Tier-1,1,19.8
8.85,75.1,76.1,0,4,9,5,1,0,0.1,8,Mechanical,Male,Tier-3,0,0.0
7.03,99.0,53.3,1,2,9,6,7,1,0.5,7,Electronics,Female,Tier-1,1,20.87
7.69,83.6,55.3,0,0,9,0,4,5,1.1,3,Mechanical,Male,Tier-2,0,0.0
9.79,79.3,81.0,0,1,13,4,5,3,1.2,3,Chemical,Male,Tier-1,1,14.89
8.01,86.9,76.4,0,2,4,2,5,1,2.0,6,Mechanical,Female,Tier-2,0,0.0
8.27,71.7,85.3,0,1,15,8,3,2,1.0,5,Electrical,Female,Tier-2,0,0.0
9.44,71.3,41.2,0,1,3,1,8,3,0.1,6,Computer Science,Female,Tier-3,1,16.92
8.91,87.6,88.9,0,0,15,3,6,1,0.2,3,Electronics,Male,Tier-3,0,0.0
9.33,88.7,89.0,1,0,4,2,7,6,0.4,4,Information Technology,Female,Tier-2,1,19.87
9.86,92.3,57.0,0,1,3,8,6,0,0.3,7,Mechanical,Male,Tier-2,1,13.18
8.94,60.9,93.3,0,1,7,2,3,0,0.3,1,Electrical,Female,Tier-2,0,0.0
8.12,76.5,98.3,0,1,11,0,8,2,1.0,4,Computer Science,Male,Tier-3,1,16.78
7.82,82.0,57.7,0,0,3,7,1,1,0.6,8,Computer Science,Female,Tier-2,1,18.85
7.56,86.6,76.4,0,1,15,0,4,2,1.2,5,Mechanical,Male,Tier-3,0,0.0
9.05,84.3,77.6,0,1,1,10,1,2,0.5,1,Information Technology,Male,Tier-2,1,17.55
7.84,67.8,51.6,1,1,8,0,7,2,0.3,3,Computer Science,Female,Tier-3,0,0.0
9.11,84.2,70.7,0,2,6,6,8,4,0.8,1,Chemical,Male,Tier-3,0,0.0
7.08,81.9,93.3,0,0,5,8,2,0,0.1,8,Computer Science,Male,Tier-1,1,22.27
8.52,81.8,63.8,1,1,8,3,4,4,4.5,1,Information Technology,Female,Tier-2,1,21.45
9.33,64.8,98.8,0,1,11,9,8,5,1.1,3,Information Technology,Male,Tier-2,1,21.34
9.86,66.8,79.8,0,0,8,3,5,4,0.1,6,Civil,Female,Tier-2,0,0.0
8.77,99.0,64.7,0,0,3,4,2,0,1.0,2,Electronics,Female,Tier-1,1,18.11
8.95,89.8,75.6,2,0,3,4,5,2,0.1,3,Information Technology,Female,Tier-1,1,23.12
9.54,77.2,56.0,2,2,10,1,8,1,0.7,4,Computer Science,Male,Tier-1,1,29.12
7.6,77.4,80.6,0,1,7,8,6,2,0.3,6,Computer Science,Female,Tier-2,1,19.84
8.97,99.0,72.5,0,1,3,9,3,6,1.2,7,Computer Science,Female,Tier-3,1,17.19
9.45,78.5,69.5,0,0,9,8,3,2,0.7,2,Civil,Male,Tier-3,0,0.0
9.42,76.6,56.2,0,3,8,8,0,6,1.5,4,Computer Science,Female,Tier-3,1,19.41
8.03,68.5,73.9,0,0,8,8,2,4,0.3,8,Civil,Female,Tier-3,0,0.0
8.17,75.2,77.7,0,1,9,0,8,1,1.1,8,Computer Science,Male,Tier-2,1,21.4
8.99,57.8,57.2,1,2,8,7,0,0,1.2,5,Electrical,Male,Tier-3,0,0.0
9.29,84.2,89.1,0,0,4,7,1,3,0.6,4,Mechanical,Male,Tier-3,0,0.0
8.93,93.1,78.6,0,1,7,3,1,6,2.0,8,Information Technology,Female,Tier-3,1,16.77
8.57,93.2,64.0,1,0,14,9,7,0,0.2,8,Information Technology,Male,Tier-2,1,19.63
8.71,69.6,73.8,0,0,6,0,5,1,1.4,6,Information Technology,Male,Tier-3,0,0.0
8.69,50.5,85.9,0,1,1,0,6,0,0.1,7,Computer Science,Male,Tier-3,1,14.92
9.03,82.1,92.8,1,0,12,0,3,4,0.2,7,Electrical,Male,Tier-3,0,0.0
9.46,93.8,95.6,0,1,5,2,3,1,0.2,8,Computer Science,Female,Tier-1,1,28.03
8.91,58.8,98.4,0,0,2,9,3,3,1.1,6,Computer Science,Male,Tier-1,1,26.36
8.85,73.5,57.7,0,1,9,2,5,6,1.0,7,Information Technology,Male,Tier-1,1,26.93
9.03,82.3,65.8,0,0,15,3,3,6,0.6,6,Chemical,Male,Tier-3,0,0.0
8.89,67.9,56.8,0,1,11,10,0,3,0.4,7,Electronics,Female,Tier-2,1,18.22
9.25,57.3,89.2,0,0,15,1,0,6,0.9,1,Information Technology,Male,Tier-3,1,15.09
7.81,69.1,72.8,0,2,15,10,7,1,0.2,8,Chemical,Male,Tier-1,1,16.28
8.02,71.2,91.4,0,1,13,10,1,0,1.0,6,Mechanical,Female,Tier-2,0,0.0
9.4,55.4,56.6,0,1,3,8,8,3,0.0,6,Chemical,Female,Tier-1,1,14.11
8.73,90.9,66.0,0,2,12,9,7,6,0.2,5,Computer Science,Female,Tier-1,1,31.7
9.18,96.6,64.6,0,0,15,8,0,5,1.2,7,Mechanical,Male,Tier-1,0,0.0
9.25,78.4,91.1,0,0,15,9,7,1,2.1,2,Electrical,Female,Tier-3,1,11.16
9.35,86.8,84.1,0,0,12,6,8,1,0.1,4,Electronics,Female,Tier-3,0,0.0
9.66,60.2,48.6,5,0,7,1,3,6,1.0,5,Information Technology,Female,Tier-1,1,22.81
8.08,76.3,68.9,0,4,2,2,6,1,0.1,8,Information Technology,Female,Tier-2,1,20.69
9.6,71.1,87.5,0,0,7,7,3,2,2.1,7,Electronics,Male,Tier-1,1,22.75
9.13,82.9,89.5,0,2,13,8,2,0,0.5,4,Computer Science,Female,Tier-3,1,17.84
9.5,45.6,80.4,0,1,4,3,0,1,1.4,1,Electronics,Female,Tier-3,0,0.0
9.25,74.4,77.3,0,0,11,8,1,1,0.2,1,Mechanical,Male,Tier-3,0,0.0
8.56,85.5,62.9,0,3,6,3,6,6,2.0,2,Mechanical,Female,Tier-2,1,15.54
9.15,80.9,88.9,0,3,15,1,5,2,0.6,8,Mechanical,Female,Tier-2,1,15.55
8.65,87.4,59.4,0,2,9,6,7,6,0.2,8,Electronics,Female,Tier-2,1,18.06
8.3,70.8,54.1,0,1,8,8,2,4,0.8,3,Computer Science,Female,Tier-1,1,25.49
8.91,44.1,77.7,0,0,9,1,5,2,0.3,6,Computer Science,Female,Tier-1,1,25.74
7.83,91.2,69.2,0,0,14,7,5,1,0.3,7,Electronics,Male,Tier-3,1,13.31
7.97,87.1,84.4,1,1,5,5,1,0,0.1,3,Chemical,Male,Tier-3,0,0.0
9.07,96.8,81.3,0,0,5,8,0,2,0.2,1,Computer Science,Male,Tier-1,1,24.01
8.73,78.9,97.2,0,1,4,4,1,6,1.6,5,Mechanical,Male,Tier-2,0,0.0
9.1,83.0,80.3,0,1,9,0,8,1,0.7,2,Electronics,Female,Tier-3,0,0.0
8.39,99.0,88.8,0,0,14,4,5,5,0.4,7,Computer Science,Male,Tier-1,1,28.96
6.36,55.8,63.9,0,1,10,9,2,6,2.7,4,Computer Science,Male,Tier-3,1,15.55
9.79,83.3,84.3,0,3,8,6,6,0,1.6,4,Mechanical,Male,Tier-1,1,20.44
9.78,92.6,71.4,0,0,6,10,0,2,0.4,5,Computer Science,Male,Tier-2,1,19.74
8.49,80.6,68.6,0,0,10,6,7,3,0.1,3,Information Technology,Female,Tier-1,1,23.27
9.22,78.8,63.3,0,0,14,3,6,0,0.2,1,Information Technology,Male,Tier-2,0,0.0
7.79,60.2,95.1,0,0,14,9,2,5,1.1,1,Mechanical,Female,Tier-3,0,0.0
9.9,95.6,74.9,2,0,6,5,3,1,0.8,2,Information Technology,Female,Tier-1,1,22.64
8.46,90.8,64.8,0,0,6,5,6,0,4.0,7,Information Technology,Male,Tier-2,1,20.67
9.7,93.4,83.8,0,0,6,10,3,0,0.0,1,Civil,Male,Tier-2,0,0.0
8.27,77.7,69.3,0,1,7,9,4,1,2.1,7,Computer Science,Female,Tier-3,1,17.03
8.8,74.2,64.6,0,0,6,9,0,3,0.0,3,Mechanical,Female,Tier-2,0,0.0
8.93,77.9,99.0,0,0,8,0,4,0,0.6,3,Electronics,Female,Tier-1,0,0.0
9.42,98.4,59.3,0,2,7,4,3,1,2.5,8,Electronics,Male,Tier-2,1,18.81
9.87,74.9,99.0,0,1,2,6,2,6,1.1,5,Information Technology,Female,Tier-2,1,21.47
